"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description"
"gd-1009576869320","glassdoor","https://www.glassdoor.sg/job-listing/j?jl=1009576869320","","Product Manager (AI technologies)","STAR CAREER CONSULTING PTE. LTD.","Singapore","2024-12-24","","direct_data","monthly",7800.0,8000.0,"SGD",False,"","","organic","shelly.tan@starcareerconsulting.com","**Working location : Jurong East/Ang Mo Kio**

  

  

**Responsibilities**

* Conduct market research on commercial\\-defense products with AI technologies to identify market demand and growth opportunities.
* Provide leadership and data\\-driven reports on market trends, customer demands, and emerging technologies that could influence business strategy
* Manage certification processes and ensure compliance to industry regulations for advanced networks, sensors, and AI technologies.
* Develop and implement pricing strategies
* Lead the development and execution of GTM strategies for advanced networks, sensors, and AI products, targeting both regional and global market penetration
* Partner with Marketing and International Business to execute GTM plans that align with customer needs and business objectives

**Requirements**

* Degree in Business, Engineering or a related field; or certifications in Digitalisation, AI and Data Science
* Experience in business model innovation, go\\-to\\-market analysis, compliance and commercialisation in the AI, telecommunications and tech sectors
* Understanding of market dynamics and regulatory requirements
* Knowledge of compliance and certification processes relevant to the industry
* Experience in implementing pricing strategies and go\\-to\\-market plans
Proficiency with advanced networks and sensors with AI applications  
* 

  

To Apply or find out more information on this role, please email us or send in your updated resume to: shelly.tan@starcareerconsulting.com  



  

Shelly Tan Bee Leng (Reg. No. R2199458\\)


STAR CAREER CONSULTING PTE LTD (EA License: 20C0353\\)","","https://www.glassdoor.sg/Overview/W-EI_IE2598799.htm","https://media.glassdoor.com/sql/2598799/star-career-consulting-squarelogo-1558663245428.png","","","","",""
"gd-1009576869489","glassdoor","https://www.glassdoor.sg/job-listing/j?jl=1009576869489","","Machine Learning Engineer","INFOSYS COMPAZ PTE. LTD.","Singapore","2024-12-24","","direct_data","monthly",6500.0,13000.0,"SGD",False,"","","organic","","This is an individual contributor role based in Singapore.  



  

**Responsibilities**

* Ensure machine learning models and data pipelines are deployed successfully
* Develop and maintain backend services for data and machine learning
* Optimise and manage databases
* Deploy applications to AWS cloud, leveraging on the full spectrum of AWS cloud services
* Automate model training, testing and deployment using CI/CD
* Understand and implement metrics to verify effectiveness and soundness of the machine learning model

**Requirements**

* Comfortable to commit to a one\\-year contract
* Degree holder
* At least 5 years experience
* Hands\\-on working knowledge in:
* Python (Pandas, Pytorch)
* AWS, CI/CD, Dockers
* Databases

**Preferred Requirements**

* Previous work experience in Investment Banking companies
* Hands\\-on knowledge in AWS Machine Learning, Dogster, Airflow","","https://www.glassdoor.sg/Overview/W-EI_IE2549930.htm","https://media.glassdoor.com/sql/2549930/infosys-compaz-squarelogo-1582539947791.png","","","","",""
"gd-1009576776411","glassdoor","https://www.glassdoor.sg/job-listing/j?jl=1009576776411","","Machine Learning Engineer - Search Recommendation (E-commerce)","Hireio, Inc.","Singapore","2024-12-24","","","","","","",False,"","","sponsored","","Responsibilities

* Elevate search recommendation services and models for E\\-commerce, driving heightened e\\-commerce search traffic, while enhancing user search and purchasing cognition.
* Optimize the recommender system, focusing on hyperscale machine learning models. This involves diverse tasks spanning recall/first\\-stage ranking to final\\-stage ranking within the end\\-to\\-end workflow.
* Push the boundaries of short text and general recommendation technology, with a specific emphasis on the interaction between recommendation and NLP technology.


Qualifications


Minimum Qualifications

* Bachelor or advanced degree in computer science or a related technical discipline.
* Excellent coding skills. Solid knowledge of data structure and algorithms.
* Excellent in analysis, modeling and problem\\-solving, and can see the essence of problems from complex data.
* Publication records in top journals or conferences will be a plus. Experience winning ACM\\-ICPC medals will be a plus.


Preferred Qualifications

* 3\\+ years of machine learning experience
* Good product sense with a focus on user experience.
* Domain knowledge or working experience in any of these areas: modern Recommendation, Search, Advertisement, E\\-commerce.


\\#J\\-18808\\-Ljbffr","","https://www.glassdoor.sg/Overview/W-EI_IE2282631.htm","https://media.glassdoor.com/sql/2282631/hireio-squareLogo-1616710586237.png","","","","",""
"gd-1009575322816","glassdoor","https://www.glassdoor.sg/job-listing/j?jl=1009575322816","","Manager, Data & Analytics, Technology Consulting","EY","Singapore","2024-12-23","","","","","","",False,"","","organic","","**The opportunity**


The EY Data and Analytics team are specialists in information management, advanced analytics and business intelligence. We implement the information\\-driven strategies and systems that offer the highest return on investment, profitability, and service or policy outcomes for our clients.


Our consultants work to create a lasting organisational culture that encourages people to use information and technology more creatively and more intelligently to get better business results.  

  

We offer the agility and responsiveness of a small business backed by the resources and reach of a Big Four firm. If interesting, cutting\\-edge analytics and enterprise intelligence projects in Asia Pacific appeal to you, get in touch today.

 **Your key responsibilities**


As a Senior Associate in the Business Intelligence, Data Warehousing and Big Data space; you will engage with our long term clients to help them find new ways to unleash the value of their data. You will work on projects across a wide range of traditional BI and DW environments and gain the opportunity to work on a cutting edge big data and advanced analytics projects.

  

You will work closely with clients to keep them focussed on their vision and strategy around data and reporting environments. You will be at the forefront of projects that are critical in removing bottlenecks.

  

Due to our continued demand we’re looking for an experienced Senior Associate to join our Malaysia Practice.

 **Your key responsibilities**

* *You will have a strong technical background combined with superb consulting skills across BI or IM or Analytics*
* *You will have a passion for customer service and the ability to work in a billable hour environment*
* *Under direction, work as a member of a team and autonomously and show a real sense of urgency and not easily get discouraged by obstacles.*
* *You will need to be highly motivated to succeed and have a ""do whatever it takes"" attitude*
* *You will be methodical, detail minded with strong organisational skills, excellent communication skills and a proactive attitude combined with a degree of flexibility – all geared to exceeding client expectations*
* *You will have strong problem solving, analytical and time management skills combined with exceptional communication skills.*

 **Skills and attributes for success**

* *At least 4 years’ experience with skills ranging from data architecture, information management, analytics, data science, software engineering, devops, to Agile delivery*
* *Project delivery toolset experience in one or more batch ETL tools (such as Informatica, Microsoft SSIS or Talend) or open source data integration tools (such as Kafka or Nifi)*
* *Knowledge and experience in end\\-to\\-end project delivery, either traditional SDLC or agile delivery methodologies (or hybrid approaches)*
* *Exceptional communication, documentation and presentation skills*

 **Ideally, you’ll also have**

* *Experience in engaging with both technical and non\\-technical stakeholders*
* *Strong consulting experience and background, including engaging directly with clients*
* *You will have demonstrative knowledge or hands\\-on experience with some of the following;*
* *ETL – Datastage, Informatica, SAP DS*
* *BI – Cognos, SAP BO, Microstrategy*
* *Database – Teradata, DB2, SQL Server*
* *Analytics – SAS, R, Hadoop, Hive*
* *Data Visualisation – Qlkview, Tableau, SAS VA…*

 **What we look for**


Highly motivated individuals with excellent problem\\-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident leader equipped with strong people management skills and a genuine passion to make things happen in a dynamic organization.

**What working at EY offers**


EY offers a competitive remuneration package where you’ll be rewarded for your individual and team performance. *We are committed to being an inclusive employer and are happy to consider flexible working arrangements.* Plus, we offer:

  

* Support, coaching and feedback from some of the most engaging colleagues around
* Opportunities to develop new skills and progress your career
* The freedom and flexibility to handle your role in a way that’s right for you

 **About EY**


As a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. This starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. So that whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.

 **If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.**

**Join us in building a better working world. Apply now.**","","https://www.glassdoor.sg/Overview/W-EI_IE2784.htm","https://media.glassdoor.com/sql/2784/ey-squareLogo-1689166016078.png","","","","",""
"gd-1009575639020","glassdoor","https://www.glassdoor.sg/job-listing/j?jl=1009575639020","","Intern, Digital Innovation","National Volunteer & Philanthropy Centre","Singapore","2024-12-23","","","","","","",False,"","","organic","","Company
National Volunteer \\& Philanthropy Centre
hyperscal.com
Designation
Intern, Digital Innovation
Date Listed
23 Dec 2024
Job Type
Entry Level / Junior Executive
Intern/TS
Job Period
Flexible Start \\- Flexible End
Profession
General Management
Industry
Social Services
Location Name
6 Eu Tong Sen Street, Clarke Quay Central, Singapore
Address
6 Eu Tong Sen St, Singapore 059817
Map
Allowance / Remuneration
$800 \\- 1,500 monthly
Company Profile
The National Volunteer \\& Philanthropy Centre (NVPC) is the steward of the City of Good vision for Singapore, where individuals, organisations, and leaders come together to give their best for others. Through our brands, programmes, and initiatives, we facilitate partnerships with non\\-profits, organisations, public sector bodies, and individuals to enliven the giving ecosystem within Singapore. We invite you to join us in building a \\#CityofGood together.


Job Description
1\\. Data Analyst Intern

* Collaborate with business stakeholders to understand their data needs and requirements.
* Perform analysis of data to identify trends, patterns, and insights that can help drive business decisions.
* Generate and maintain dashboards and reports to visualise data insights


2\\. Business Analyst Intern

* Assist in gathering and documenting business requirements from stakeholders
* Assist in conducting user research and analysis to support business decisions
* Work with development team and stakeholders to establish delivery timeline, key milestones, resource needs, monitor delivery progress, including in functional, regression, and user acceptance testing


3\\. Quality Engineer Intern

* Assist in the development, execution and maintenance of test cases based on requirements to ensure proper software functionalities
* Assist in the creation, execution and maintenance of automation test suite
* Perform functional, regression, and exploratory test on web, mobile applications and APIs

**Qualifications**


1\\. Data Analyst Intern

* Pursuing a degree in Data Science, Statistics, Computer Science, Mathematics, or a related field.
* Hands\\-on experience with AWS QuickSight, Tableau, Power BI, or similar data visualization tools.
* Strong ability to identify trends, patterns, and insights from data.
* Ability to clearly present findings and collaborate with business stakeholders.


2\\. Business Analyst Intern

* Pursuing a degree in Business Administration, Management, Information Systems, Computer Science or a related field.
* Strong verbal and written communication skills for interacting with stakeholders and documenting requirements.
* Familiarity with project management and business analysis tools (e.g., JIRA, Confluence) is a plus.


3\\. Quality Engineer Intern

* Pursuing a degree in Computer Science, Software Engineering, Information Technology, or a related field
* Familiarity with automated testing tools and frameworks (e.g., Selenium, Katalon, JUnit) is beneficial.
* Strong ability to identify and document defects and ensure software meets specified requirements.


Application Instructions
Please kindly submit your application here: https://nvpc.recruiterpal.com/career/jobs/eoa2w  

  

Kindly note that only applications submitted via the given job link will be considered. We regret that only shortlisted applicants will be notified","","https://www.glassdoor.sg/Overview/W-EI_IE799048.htm","https://media.glassdoor.com/sql/799048/national-volunteer-and-philanthropy-centre-squareLogo-1734597741288.png","","","","",""
"gd-1009575982649","glassdoor","https://www.glassdoor.sg/job-listing/j?jl=1009575982649","","Risk Services - AI Support Off-Cycle Internship (Jul - Dec 25)","PwC","Singapore","2024-12-23","","","","","","",False,"","","organic","","**Line of Service**

Assurance
**Industry/Sector**

Not Applicable
**Specialism**

IFS \\- Administration
**Management Level**

Intern/Trainee
**Job Description \\& Summary**

At PwC, our people in cybersecurity focus on protecting organisations from cyber threats through advanced technologies and strategies. They work to identify vulnerabilities, develop secure systems, and provide proactive solutions to safeguard sensitive data.
  

  

Those in information security at PwC will focus on protecting sensitive data and systems from cyber threats through risk assessments, security audits, and implementing robust security measures. Your work will help enable the confidentiality, integrity, and availability of information assets for clients.
**Responsibilities:**

* You will be assisting the team in the following areas:
* Develop, utilize and maintain Generative AI models and other data analysis techniques to collect, explore and extract insights from data.
* Handle administrative tasks in risk management by effectively communicating and collaborating with various stakeholders.

**Requirements:**

* Degree in a Quantitative field (Data Science, Computer Science, Applied Statistics, Mathematics, etc.)
* Proficient in Python.

**Education** *(if blank, degree and/or field of study not specified)*

Degrees/Field of Study required:
Degrees/Field of Study preferred:
**Certifications** *(if blank, certifications not specified)*

**Required Skills**

**Optional Skills**

Accepting Feedback, Accepting Feedback, Active Listening, Azure Data Factory, Communication, Cybersecurity, Cybersecurity Governance, Data Architecture, Data Archiving, Data Flow Mapping, Data Privacy Act, Emotional Regulation, Empathy, Enterprise Content Management, Incident Response Plan, Inclusion, Information Rights Management (IRM), Information Security, Information Security Governance, Information Security Management System (ISMS), Intellectual Curiosity, IT Infrastructure, Operating Model, Optimism, Privacy and Security {\\+ 6 more}
**Desired Languages** *(If blank, desired languages not specified)*

**Travel Requirements**

Not Specified
**Available for Work Visa Sponsorship?**

Yes
**Government Clearance Required?**

Yes","","https://www.glassdoor.sg/Overview/W-EI_IE8450.htm","https://media.glassdoor.com/sql/8450/pwc-squareLogo-1710175827241.png","","","","",""
"go-uL7NLj2_mpmHwIFnAAAAAA==","google","https://jobs.careers.gov.sg/jobs/hrp/15052231/6bee00ce-3263-1eef-98fd-1ab5857201c7?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Engineer (Data & AI)","Maritime and Port Authority of Singapore","Singapore","2024-12-22","","","","","","",False,"","","","","What the role is:
Key Responsibilities

- Support the stakeholder engagement, development, implementation and maintenance of systems for data collection, storage, access, and analytics at scale.
- Implement data pipelines that draw operational and sensor data from core MPA systems such as SG Maritime Data Hub, digitalPORT@SGTM, port operation and vessel traffic information systems, that can be harnessed in data science and AI (DSAI) applications.
- Develop and manage continuous improvement of data architecture and ensure alignment with business requirements, data management and governance policies.
- Participate in the evaluation of strengths and weaknesses of possible technologies and recommend solutions that best meet the organization requirements.
- Design, develop, and maintain interactive dashboards that provide insights and data visualizations to support business decision-making.
- Collaborate closely with business users and the data science team to identify relevant data that can help to achieve business goals, such as analysis to inform policy-making and operation/process streamlining.
- Support the design and definition of the data architecture framework, standards, and principles, including modelling, metadata, privacy, security, reference data and master data
- Assist in the development of data pipelines for large datasets such as operational, sensor or unstructured data to:
- Enable the implementation of DSAI models/applications that support business use cases
- Perform data validation and quality control checks
- Automate regular updating of models and dashboards
- Provide secure access to data via common analytical tools such as Tableau
- Work with the data science team to deploy sophisticated analytics programs, machine learning, and statistical methods, e.g. processing of unstructured input data for automated decision making.
- Identify data processes and tasks that can be automated to increase officer productivity.
- Assist in the compilation and maintenance of an MPA data catalogue to foster awareness of data available to support business use cases.
- Assist in the development of data competencies across MPA to promote a data-driven culture, via workshops and co-development of data products.
- Collaborates with stakeholders to understand business requirements, designs and develops interactive dashboards using data visualization tools, develops and maintains data pipelines, creates and maintains documentation for the dashboards, works with cross-functional teams to ensure data consistency, and stays up-to-date with the latest data visualization techniques.

Requirements
• Degree in Data Science, Computer Engineering, Electrical Engineering, Information Systems, or other related disciplines that provide proficiencies in data engineering. Fresh graduates are welcome to apply.
• Good coding and scripting capability in Python and SQL.
• Familiarity with data management, data architecture, ETL processes (for both structured and unstructured data sources), and building data pipelines using distributed process frameworks, e.g. Cloudera Hadoop.
• Knowledge or experience in any of the following areas are a plus
a. Experience in data engineering and data architecture design and implementation, including experience in architecting or developing organizational-level enterprise data lakes or data warehouse solutions.
b. Experience working with medium to large data processing pipelines, distributed data stores and distributed file systems, especially enterprise data platforms and Big Data tools.
c. Experience in cloud platforms used in Government Commercial Cloud, e.g. AWS and Azure
d. Proficient in data visualization tools such as Tableau, Power BI
• Creative and innovative in solving problems.
• Achievement driven and delivery focused while maintaining required quality.
• Team player with strong organisational skills.
• Experience in collaborating with interdisciplinary teams that combine technical, business and data science competencies.
• Excellent communication skills, both oral and written, with ability to pitch ideas and influence stakeholders.

About Maritime and Port Authority of Singapore
""The Maritime and Port Authority of Singapore (MPA) was established on 2 February 1996, with the mission to develop Singapore as a premier global hub port and international maritime centre (IMC), and to advance and safeguard Singapore's strategic maritime interests.

MPA is the driving force behind Singapore's port and maritime development, taking on the roles of Port Authority, Port Regulator, Port Planner, IMC Champion, and National Maritime Representative.

MPA partners the industry and other agencies to enhance safety, security and environmental protection in our port waters, facilitate port operations and growth, expand the cluster of maritime ancillary services, and promote maritime R&D and manpower development.""","","","","","","","",""
"go-SlGeQ8wUkWXj_gveAAAAAA==","google","https://jobs.careers.gov.sg/jobs/hrp/14751779/135e5426-adf2-1edf-a08c-11c06748f371?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Lead/ Senior Research Analyst (Data Science)","Central Provident Fund Board","Singapore","2024-12-11","contract","","","","","",True,"","","","","What the role is:
At #TeamCPF, you’re not just joining a team; you are embracing a culture of excellence, collaboration, and meaningful impact. You will play a pivotal role in empowering over 4 million members to secure their retirement, healthcare, housing needs and better navigate life’s uncertainties.

We thrive on sharp minds and insightful decisions. Your ability to analyse and think critically isn't just valued; it's essential. Every choice you make contributes to our collective success.
Collaboration is our way of life. We believe in the power of effective partnerships and seamless communications across teams. Together, we amplify each other’s strengths and achieve remarkable results.

Our learning never stops. We encourage your inquisitiveness and courage to embrace new challenges head-on. Your agility, readiness to challenge conventions, embrace of data-driven strategies, dedication to learning and applying new skills fuels our innovation and progress.

At the core of everything we do lies a genuine desire to make a difference. We serve our community and support each other with compassion, empathy, and unwavering dedications. Every action we take is guided by a deep sense of purpose and a commitment to those we serve.

Join us at #TeamCPF! Together, let's redefine possibilities and leave a legacy that echoes for generations.

What you will be working on:
Our Research and Analytics Department deploys advanced data science methods to unlock the potential of data for the Board. The team is dedicated to delivering value to internal customers, expanding capabilities to push boundaries, and using data more pervasively in the Board. The team possesses a diverse range of skillsets, from predictive analytics to econometrics and operations research, and is not confined to specific quantitative specialties.
As part of the team, you will drive new applications of data science through the novel use of established methods, as well as learn and apply new data science techniques. You will collaborate with diverse teams within the Board, ranging from scheme implementers to policymakers and corporate service providers, to translate their business needs into actionable data projects. Your primary objective will be to apply your expertise to assist in making data-driven decisions and enhancing the effectiveness of their processes. Your projects and insights will be presented to the Board's senior leadership and publicised throughout the Singapore Government.
In this role, you will:
• Conduct predictive analytics to automate manual processes, assess the retirement landscape, and perform more targeted outreach.
• Utilise and customise large language models to streamline language-related processes such as correspondence routing and writing assistance.
• Perform simulations and econometric studies to advance policy innovations aimed at improving the retirement adequacy of CPF members.
• Analyse randomised controlled and natural experiments to enhance communication strategies with CPF members.
• Utilise cluster analysis to identify groupings of CPF members for targeted policy and outreach interventions.
• Optimise processes using methods such as operations research and reinforcement learning.

What we are looking for:
We value the diverse talents and experiences that each individual brings to the table. While mastery of every requirement may not be necessary, familiarity and expertise in some of the following areas will position you for success within this team.
• Relevant experience in data analysis, research, or related field.
• Possess strong statistical knowledge and proficiency in applying quantitative models.
• Proficient in using quantitative methods from different disciplines will be an added advantage.
• Proficient in statistical software such as Python, R, and Stata.
• Ability to create engaging data visualisations, tell impactful data stories, and write in a concise yet compelling manner.
• Enjoy building relationships with people from diverse job functions to understand and anticipate their analytical needs.
• Capable of working independently to scope and drive own projects, demonstrating initiative and accountability.

The seniority of appointment and actual corporate job title will commensurate with individual work experiences.

Position is on a 1-year full-time contract directly under the payroll of CPF Board with an option to renew, contingent upon confirmation and subject to organisational needs. Additionally, there is potential for emplacement into a permanent position.

What you can expect
Being part of #TeamCPF means embarking on a challenging and rewarding career in a progressive workplace that values productivity and growth. Here’s what awaits you:
• Opportunities to engage in a mix of formal and informal training, keeping your skills sharp in our ever-evolving technological landscape.
• Promotion opportunities based on your capability and on-the-job performance.
• A vibrant community of like-minded and friendly colleagues, where collaboration and creativity thrive.
• Flexibility of a hybrid work model allowing remote work for up to 50% of the time, contingent upon the exigencies of service.
• Flexible dress code that empowers you to choose your appropriate outfit for the day.
• A comprehensive rewards package that includes annual leave, pro-family leave, medical and dental benefits, and access to recreational activities.

About Central Provident Fund Board
At the Central Provident Fund (CPF) Board, we believe in developing individuals who are inspired to do their life’s best work, through 3Ps: Purposeful Work, Professional Growth, People & Culture.

Purposeful Work – The CPF Board helps 4 million members save for their retirement, healthcare and housing needs. Beyond being a pension fund, we are unique in being a national social security organisation, and we serve CPF members knowing that we make a difference.

Professional Growth – At CPF Board, you will have the opportunity to learn on the job and pick up new skills and knowledge. Although you are joining one organisation, you will have access to many career paths in the years ahead.

People and Culture – When you join CPF Board, you become part of a mission-oriented organisation with a strong culture of teamwork, collaboration, and innovation. As an employer, we value our people as our greatest asset, and foster a culture of respect, diversity, and inclusivity, where everyone's voice is heard, and contributions are recognised and celebrated.

Come and be a part of #TeamCPF today, to make a difference in the lives of others and in the future of Singapore.","","","","","","","",""
"go-Hqk3XB7LvwKBCKXwAAAAAA==","google","https://jobs.careers.gov.sg/jobs/hrp/14258961/7bb1ff5a-635b-1eef-88e0-1b5682b9c163?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Data Science & AI Research Program Coordinator","MHA - Internal Security Department (ISD)","Singapore","2024-12-11","","","","","","",False,"","","","","What you will be working on:
- Develop proposals and budgets, plans cost estimates, budgets justifications and statements of works for Data Science and AI research programs
- Develop and maintain a system for tracking deadlines for research deliverables and help to keep researchers accountable
- Negotiate with external organisations to establish and maintain relationships
- Develop project/program infrastructure standard operating procedures, workflow and re-engineering processes
- Provide leadership to project / program including initiating, conducting, reporting, providing technical support and project management
- Plan, design, implement, oversee and advise on data science and AI research projects
- Maintain appropriate documents and reports
- Collaborate and consult with researchers by reviewing, evaluating and making recommendations for project / program initiatives
- Contribute to strategic planning of the project/program
- Advise investigators and administrators on appropriate methodologies and resources critical to the projects/programs
- Supervise project/program staff including identifying, hiring, training, supervising and evaluating staff

What we are looking for:
- Degree in Information Systems, Computer Science, Data Science, Engineering, Statistics and other related disciplines or equivalent competencies
- At least 4 years of experience in resource management with high levels of responsibility
- Curious, self-motivated, resourceful, meticulous and enjoys challenges
- Excellent communication skills, report writing and knowledge management
- Excellent understanding of mathematical, statistical and analytical concepts, computer science and artificial intelligence
- Ability to keep the overarching objectives of the project/program in mind while pursuing the technical details
- Passionate about research management and problem solving
- (Preferred) Some hands-on experience in data science, AI and quantitative research
- Only Singaporeans need apply

We regret to inform that only shortlisted applicants will be notified.

About MHA - Internal Security Department (ISD)
The Internal Security Department (ISD) confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists.

At the heart of our work are the collection of intelligence that enables us to size up the threats to Singapore’s internal security, and taking the executive actions necessary to overcome those threats. Every day, we collect and analyse intelligence, make impartial assessments, and take decisive action to counter the threats to Singapore’s internal security and stability, and sovereignty.","","","","","","","",""
"go-9koTXKUx-80waNLZAAAAAA==","google","https://sg.bebee.com/job/89ad6f29f4fa0f435aca153e769c70c5?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Data Analyst and Insights Expert","NodeFlair","Singapore","2024-12-11","","","","","","",False,"","","","","We are seeking a skilled Data Scientist to contribute to our innovative team at NodeFlair. This role involves leveraging data science methodologies to extract meaningful insights from digital device sensor data in clinical studies.
About the Role

As a Data Scientist, you will work closely with customers to analyze data and develop models that enhance understanding of clinical outcomes. Your key responsibilities will include collaborating with customers to identify key questions, developing hypotheses, and testing those hypotheses with clinical study data.

You will also be responsible for developing models and tools to extract meaningful insights from sensor cloud platforms, researching and developing novel digital measures with clinical significance, applying machine learning techniques to optimize large sets of sensor data processing and analysis, validating and interpreting results to ensure accuracy and reliability, and communicating findings and insights to stakeholders through clear and compelling visualizations, reports, and presentations.
Requirements
• A Master's or Ph.D. in Computer Science, Statistics, Mathematics, or a related field
• Proven experience working with sensor data and related algorithms
• Proficiency in programming languages such as Python or R for data analysis and machine learning
• Experience working with cloud-based platforms such as AWS, Azure, or related and their data pipeline development
• Experience with data visualization tools such as matplotlib, seaborn, or ggplot2
• Strong problem-solving and analytical skills
• Excellent communication and collaboration skills with the ability to work effectively in a team environment

The estimated salary for this position is $120,000 - $180,000 per year, depending on location and experience.","","","","","","","",""
"go-RzacC8-AY8IxFkB3AAAAAA==","google","https://jobs.careers.gov.sg/jobs/hrp/14959313/9d4a6d22-d5c9-1edf-93e3-a29b87e4b331?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Economist (Data Analytics)","Ministry of Trade and Industry","Singapore","2024-12-11","","","","","","",False,"","","","","What the role is:
The Economist Service is the premier service for economists in the Singapore public sector. By developing a core group of professional economists, the objective of the Economist Service is to sharpen economic analysis in the public sector in order to improve public policies.

Economists in the Economist Service undertake economic research and analysis in more than 20 Ministries and agencies across the public sector. These include the Ministry of Trade and Industry, Ministry of Finance, Ministry of Manpower, Ministry of Social and Family Development, Ministry of Health, and Ministry of Sustainability and the Environment. Through postings to diverse Ministries and agencies, the economists contribute their expertise to inform a wide range of public policies, from economic policies to fiscal, socio-economic, health, security and infrastructural policies.

What you will be working on:
You will be part of a team of economists who apply techniques in econometrics, data science and Artificial Intelligence on novel and big datasets in order to address policy questions. Specifically, you will work on data analytics projects covering areas such as trade and internationalisation, labour market and digitalisation, with the objective of extracting data-driven insights to improve policy outcomes and policy formulation. You will also help to enhance economic surveillance capabilities in the Ministry of Trade and Industry through the use of real-time and high-frequency data, as well as predictive modelling. In addition, you will make use of text analytics to actively identify emerging topics from various media sources to be studied by the Economics Division. To effectively engage various stakeholders, you will be required to communicate the insights and findings from your projects in accessible, visual forms such as dashboards.

What we are looking for:
• Degree / Masters / PhD in Economics and other quantitative disciplines such as Statistics, Applied Mathematics, Computer Science, Data Analytics, Engineering, or related disciplines.
• Strong passion for empirical research and extensive experience in solving complex problems using quantitative approaches.
• Strong quantitative skills (e.g., econometrics and data science) for forecasting, policy modelling and simulations, as well as impact evaluation studies.
• Experience working with large real-time datasets.
• Excellent communication skills and the ability to express complex ideas simply and logically.
• Proficiency with statistical/programming software (e.g., STATA, R, Python) and relevant visualisation techniques (e.g., Tableau).

About Ministry of Trade and Industry
The Ministry of Trade and Industry (MTI) seeks to transform Singapore into a leading global city of talent, enterprise and innovation. Our mission is to promote economic growth and create good jobs to enable Singaporeans to improve their lives. In MTI, you can expect an exciting, challenging and rewarding career!","","","","","","","",""
